Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2024_q4,,Bowel Resection - Laparoscopic,,Total,Provincial,2024,4,22,74,34,101
2023_q3,,Brain Surgery  (Adult),,Total,Provincial,2023,3,56,489,47,138
2025_q1,,Male Circumcision  (Adult),,Zone 2,Colchester East Hants Health Centre,2025,1,194,568,,
3month_rolling,,Ear Tubes  (Adult),,Total,Provincial,2025,1,101,223,29,156
2023_q1,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2023,1,,,274,743
2024_q2,,Bladder Cancer Surgery,,Total,Provincial,2024,2,21,151,40,134
2023_q4,,Septoplasty,,Zone 1,Valley Regional,2023,4,184,547,79,156
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"MacLellan, Jennifer",,,,,,,352,769
2023_q1,,Gallbladder Surgery,,Zone 2,Aberdeen Hospital,2023,1,186,640,54,95
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Albert, Daniel N",,,,,,,75,161
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Willows, Karla Astrid",,,,,13,27,35,78
2025_q1,,Tendon / Ligament Repair,,Total,Provincial,2025,1,93,620,96,290
2023_q4,,Cataract Surgery,,Zone 3,Cape Breton Regional,2023,4,42,129,42,106
2023_q1,,Hip Arthroscopy,,Zone 4,Dartmouth General,2023,1,64,101,198,320
12month_rolling,Plastic Surgery,All,"LeBlanc, Martin",,,,,476,"1,573",63,122
2024_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,Valley Regional,2024,2,263,677,146,350
3month_rolling,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2025,1,,,18,60
2024_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2024,1,20,128,30,108
3month_rolling,,Shoulder Arthroscopy,,Total,Provincial,2025,1,85,391,91,355
2023_q3,,Head and Neck Surgery,,Zone 4,QE2,2023,3,14,38,31,87
2023_q1,,Lymph Node Biopsy,,Total,Provincial,2023,1,10,30,26,55
12month_rolling,General Surgery,Bowel Resection - Open,"Murphy, Christopher",,,,,21,49,28,87
3month_rolling,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2025,1,154,211,39,181
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Pearsall, Jessica",,,,,28,325,35,127
12month_rolling,Otolaryngology (ENT),Septoplasty,"Williams, Blair",,,,,153,387,361,406
2025_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,Dartmouth General,2025,1,18,43,34,123
2024_q3,,Bowel Resection - Laparoscopic,,Zone 4,Dartmouth General,2024,3,18,188,31,73
2023_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2023,3,,,97,211
2024_q2,,Sacral Nerve Stimulation,,Total,Provincial,2024,2,,,136,228
12month_rolling,General Surgery,Gallbladder Surgery,"Flor, Lior",,,,,396,"1,056",6,12
12month_rolling,Otolaryngology (ENT),All,"Al Afif, Ayham",,,,,17,57,40,75
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Pearsall, Jessica",,,,,38,190,54,175
2023_q2,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2023,2,,,25,51
2024_q3,,Breast Cancer Surgery,,Total,Provincial,2024,3,14,32,25,53
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Mills, Jessica Louise",,,,,1,1,37,166
12month_rolling,Obstetrics/Gynaecology,All,"Gilmour, Donna",,,,,39,86,55,146
2023_q1,,Male Circumcision  (Adult),,Zone 1,Valley Regional,2023,1,,,298,432
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2025,1,45,399,56,113
2023_q4,,Insertion Vascular Access Catheter,,Zone 1,Yarmouth Regional,2023,4,,,9,28
12month_rolling,,Nerve or Brain Stimulation,,Zone 4,QE2,2025,1,50,145,31,101
2024_q3,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2024,3,15,50,31,41
12month_rolling,,Salivary Gland Surgery,,Zone 4,Dartmouth General,2025,1,,,47,172
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Archibald, Alison",,,,,445,883,75,379
2023_q1,,Cardiac Valve Replacement,,Zone 4,QE2,2023,1,,,29,172
2024_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2024,3,102,195,57,152
2023_q3,,Oculo Plastic Surgery,,Zone 4,QE2,2023,3,98,365,62,229
12month_rolling,Cardiac Surgery,Cardiovascular Surgery,"Tremblay, Louis Philippe",,,,,,,34,83
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Murphy, Christopher",,,,,21,28,39,322
2023_q1,,Ear Tubes  (Adult),,Total,Provincial,2023,1,40,84,47,135
2023_q2,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2023,2,49,118,61,85
2023_q1,,Dental Extractions and Restorations  (Adult),,IWK,IWK,2023,1,,,332,"1,176"
2023_q4,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2023,4,51,731,128,496
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Oniah, Mojisola",,,,,19,160,37,73
12month_rolling,General Surgery,Hernia Repair  (Adult),"Hiebert, Stephanie",,,,,44,88,72,316
12month_rolling,Obstetrics/Gynaecology,All,"Nette, Farrell",,,,,172,"1,079",76,314
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2025,1,20,127,33,121
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Archibald, Alison",,,,,13,18,22,99
12month_rolling,General Surgery,All,"de Boer, Krista",,,,,31,71,97,251
2025_q1,,Hip Replacement Revision,,Total,Provincial,2025,1,39,185,67,146
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Pierce, Marianne",,,,,125,625,328,433
2024_q2,,Bladder Surgery,,Zone 3,Cape Breton Regional,2024,2,,,44,98
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,St. Martha's Regional,2025,1,401,488,54,84
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Hoogerboord, C Marius",,,,,77,139,75,134
2023_q1,,Pacemaker Insertion,,Total,Provincial,2023,1,9,78,13,57
12month_rolling,,Hernia Repair - Laparoscopic Umbilical,,Zone 4,QE2,2025,1,492,579,63,188
2025_q1,,Male Circumcision  (Adult),,Zone 4,QE2,2025,1,149,"1,560",170,289
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Fitzpatrick, Shannon",,,,,125,582,183,682
2023_q1,,Cataract Surgery,,Zone 1,South Shore Regional,2023,1,101,133,267,414
12month_rolling,Ophthalmology,Cataract Surgery,"Archibald, Curtis",,,,,9,34,26,86
12month_rolling,General Surgery,Bowel Resection - Open,"Nocon, Brian",,,,,26,70,43,71
2023_q3,,Endarterectomy,,Zone 4,QE2,2023,3,,,64,83
2023_q3,,Cardiovascular Surgery,,Total,Provincial,2023,3,,,9,67
2023_q3,,Liver Surgery,,Zone 4,QE2,2023,3,12,42,42,71
12month_rolling,General Surgery,Hemorrhoidectomy,"Enright, Jonathan Boyde",,,,,234,234,241,353
2024_q1,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2024,1,99,360,22,67
12month_rolling,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2025,1,56,341,44,197
2024_q1,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2024,1,294,675,33,76
2024_q1,,Tendon / Ligament Repair,,IWK,IWK,2024,1,,,103,314
2024_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2024,2,,,75,153
2024_q1,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2024,1,105,547,93,236
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Taylor, Benjamin A",,,,,121,311,36,106
2025_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Cumberland Regional,2025,1,22,37,116,196
2023_q1,,Nerve Surgery,,Total,Provincial,2023,1,41,153,87,248
2023_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2023,2,115,154,87,205
3month_rolling,,Sinus Surgery,,Total,Provincial,2025,1,99,482,82,208
12month_rolling,,Amputations,,Zone 1,Valley Regional,2025,1,30,111,60,113
2023_q1,,Breast Cancer Surgery,,Zone 4,QE2,2023,1,,,25,95
2023_q1,,Hernia Repair  (Adult),,Zone 3,St. Martha's Regional,2023,1,19,53,198,270
2024_q2,,Knee Scope,,Total,Provincial,2024,2,58,287,81,266
12month_rolling,General Surgery,Hernia Repair  (Pediatric),"Milford, Karen",,,,,76,112,134,226
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Chan, Wesley",,,,,,,42,98
12month_rolling,Plastic Surgery,Osteotomy,"Singh, Ashvir",,,,,63,82,96,143
2025_q1,,Cystoscopy,,Zone 1,Yarmouth Regional,2025,1,31,261,43,104
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Tucker, Allison",,,,,82,204,35,126
2023_q3,,Bowel Resection,,Total,Provincial,2023,3,20,104,29,102
2024_q4,,Knee Scope,,Total,Provincial,2024,4,68,222,99,278
2023_q4,,Craniotomy or Craniectomy,,Zone 4,QE2,2023,4,,,160,225
2024_q1,,Gallbladder Surgery,,Zone 1,South Shore Regional,2024,1,28,56,32,118
2024_q4,,Bladder Cancer Surgery,,Zone 4,QE2,2024,4,22,44,33,55
2023_q1,,Cystoscopy,,Zone 1,Valley Regional,2023,1,23,335,44,400
2025_q1,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2025,1,89,259,220,433
3month_rolling,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2025,1,80,209,194,366
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Laparoscopic,"Ednie, Alexander",,,,,63,98,55,314
2024_q4,,Thoroscopy / Pleuroscopy,,Total,Provincial,2024,4,,,9,24
12month_rolling,General Surgery,Gallbladder Surgery,"Lamey, Alicia",,,,,361,800,142,384
2023_q3,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2023,3,89,158,273,329
2023_q1,,Male Reproductive System Surgery,,Zone 4,QE2,2023,1,108,300,167,482
12month_rolling,General Surgery,All,"Drohan, Ashley",,,,,19,66,23,73
2023_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Martha's Regional,2023,2,,,31,106
12month_rolling,Urology,Cystoscopy,"Lantz, Andrea",,,,,52,127,56,117
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Johnson, Liane",,,,,337,434,172,367
2024_q1,,Tendon / Ligament Repair,,Zone 4,QE2,2024,1,77,596,89,404
2025_q1,,Prostate Surgery,,Zone 3,Cape Breton Regional,2025,1,44,108,51,119
2023_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2023,2,143,463,53,148
2024_q2,,Knee Scope with ACL Repair,,Total,Provincial,2024,2,46,157,74,207
2024_q1,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2024,1,12,40,35,91
2024_q3,,Hysteroscopy,,Zone 3,St. Martha's Regional,2024,3,35,370,35,154
2024_q3,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2024,3,,,14,17
2023_q3,,Kidney / Upper Urinary Tract,,Total,Provincial,2023,3,72,286,34,168
2023_q2,,Cystoscopy,,Zone 3,Cape Breton Regional,2023,2,65,168,22,140
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Laparoscopic,"Wallace, Alison",,,,,75,111,87,"2,153"
2023_q3,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2023,3,20,383,29,51
2023_q3,,Septoplasty,,Total,Provincial,2023,3,81,373,118,337
2024_q4,,Prostate Surgery - Laparoscopic,,Total,Provincial,2024,4,27,78,117,179
12month_rolling,General Surgery,Hernia Repair  (Adult),"Poushay, Heather",,,,,356,732,121,344
12month_rolling,,Orthopaedic Trauma,,Zone 4,QE2,2025,1,29,118,48,150
2023_q2,,Thoroscopy / Pleuroscopy,,Total,Provincial,2023,2,,,17,141
2024_q1,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2024,1,42,151,70,277
2024_q2,,Prostate Surgery,,Zone 1,Valley Regional,2024,2,31,95,66,343
2023_q4,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2023,4,25,332,,
2024_q3,,Head and Neck Surgery,,Zone 4,QE2,2024,3,19,107,28,157
3month_rolling,,Strabismus Surgery  (Adult),,Total,Provincial,2025,1,198,961,222,358
2023_q4,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2023,4,86,312,97,349
12month_rolling,Obstetrics/Gynaecology,All,"Tynski, Gregory",,,,,85,618,111,289
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Kelly, Ryan Patrick",,,,,29,112,58,116
2023_q4,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2023,4,34,250,28,90
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Baskett, Roger J",,,,,,,46,129
2023_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2023,2,185,481,114,223
2024_q1,,Insertion Vascular Access Catheter,,Total,Provincial,2024,1,3,7,22,177
2023_q1,,Hysteroscopy,,Zone 3,St. Martha's Regional,2023,1,63,400,41,97
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Booth, John",,,,,35,68,133,223
12month_rolling,Urology,Prostate Cancer Surgery,"Rendon, Ricardo",,,,,16,37,130,202
2025_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2025,1,,,90,190
12month_rolling,Vascular Surgery,Hernia Repair - Umbilical,"Heisler, Benjamin",,,,,28,73,46,76
12month_rolling,,Endarterectomy,,Zone 4,QE2,2025,1,20,120,22,88
12month_rolling,General Surgery,Gallbladder Surgery,"de Boer, Krista",,,,,47,85,139,278
3month_rolling,,Female Incontinence Surgery,,Zone 2,Colchester East Hants Health Centre,2025,1,,,171,321
2023_q2,,Prostate Cancer Surgery,,Zone 4,QE2,2023,2,27,56,124,183
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Murphy, Nadia L",,,,,308,355,99,111
2024_q3,,Female Incontinence Surgery,,Zone 4,QE2,2024,3,,,114,189
2024_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2024,1,37,128,35,66
2023_q1,,Kidney / Upper Urinary Tract,,Zone 4,QE2,2023,1,,,54,321
2024_q2,,Knee Replacement - Partial,,Total,Provincial,2024,2,161,263,90,428
12month_rolling,Orthopaedic,Hip Replacement,"Boudreau, Dennis Todd",,,,,63,233,107,153
12month_rolling,,Liver Surgery,,Zone 4,QE2,2025,1,12,31,35,79
2025_q1,,Cystoscopy,,Zone 3,Northside General,2025,1,50,238,40,252
2024_q1,,Prostate Cancer Surgery,,Total,Provincial,2024,1,25,49,91,237
12month_rolling,Otolaryngology (ENT),Septoplasty,"Kujath, Magdalena",,,,,190,764,230,313
12month_rolling,Vascular Surgery,Gastrointestinal Tract Surgery,"Heisler, Benjamin",,,,,17,26,33,96
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Clifton, Neil",,,,,56,103,33,78
2023_q2,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2023,2,16,363,26,197
2024_q4,,Cystoscopy,,Zone 1,South Shore Regional,2024,4,27,52,30,69
2024_q4,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2024,4,283,629,68,160
2025_q1,,Cataract Surgery,,Zone 3,St. Martha's Regional,2025,1,154,310,85,131
2023_q3,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2023,3,25,82,40,219
2024_q3,,Oculo Plastic Surgery,,Zone 4,QE2,2024,3,72,365,83,344
12month_rolling,General Surgery,Male Circumcision  (Pediatric),"Milford, Karen",,,,,88,91,246,769
12month_rolling,,Bariatric Surgery (for Weight Loss),,Zone 2,Colchester East Hants Health Centre,2025,1,120,206,115,234
2023_q1,,Bladder Cancer Surgery,,Total,Provincial,2023,1,19,126,32,128
12month_rolling,,Hysteroscopy,,Zone 1,Valley Regional,2025,1,42,225,44,114
2024_q2,,Bowel Resection - Open,,Total,Provincial,2024,2,18,71,32,76
12month_rolling,,Knee Replacement - Partial,,Zone 3,Cape Breton Regional,2025,1,,,114,190
2023_q4,,Lung Cancer Surgery,,Total,Provincial,2023,4,27,71,40,110
2024_q4,,Sacral Nerve Stimulation,,Zone 4,QE2,2024,4,,,100,169
2023_q1,,Ear Tubes  (Pediatric),,Zone 3,St. Martha's Regional,2023,1,41,291,59,102
2025_q1,,Prostate Surgery,,Zone 4,Dartmouth General,2025,1,59,149,100,245
12month_rolling,Ophthalmology,All,"Eadie, Brennan",,,,,126,273,35,98
2024_q4,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2024,4,94,947,110,239
2023_q3,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2023,3,55,112,37,124
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Frenette, Mary",,,,,63,222,93,170
2024_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2024,1,232,575,207,609
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Jad, Ahmed",,,,,135,212,161,272
12month_rolling,Orthopaedic,Knee Replacement Revision,"Smith, Thomas Duncan",,,,,,,103,310
2024_q4,,Breast Reduction Surgery,,Zone 4,QE2,2024,4,821,"1,977",69,141
2024_q1,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2024,1,53,145,61,116
2023_q2,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2023,2,43,151,56,130
2025_q1,,Knee Scope,,Zone 4,Hants Community Hospital,2025,1,70,191,63,211
12month_rolling,Vascular Surgery,Bowel Resection - Laparoscopic,"Heisler, Benjamin",,,,,20,270,39,40
2025_q1,,Female Incontinence Surgery,,Total,Provincial,2025,1,124,359,142,419
2024_q3,,Hip Replacement,,Zone 4,Dartmouth General,2024,3,333,626,151,404
2023_q2,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2023,2,35,175,67,433
2024_q3,,Cataract Surgery,,Zone 3,Cape Breton Regional,2024,3,58,182,35,108
2025_q1,,Tendon / Ligament Repair,,IWK,IWK,2025,1,,,187,388
3month_rolling,,Carpal Tunnel Surgery,,Zone 1,South Shore Regional,2025,1,86,462,41,66
12month_rolling,Urology,Prostate Surgery,"Rendon, Ricardo",,,,,18,22,344,355
2023_q1,,Breast Cancer Surgery,,IWK,IWK,2023,1,17,22,24,56
2024_q3,,Carpal Tunnel Surgery,,Zone 3,St. Martha's Regional,2024,3,40,75,84,213
12month_rolling,General Surgery,Hernia Repair - Incisional,"Walsh, Mark J",,,,,26,41,110,281
12month_rolling,Urology,Male Reproductive System Surgery,"Kokorovic, Andrea",,,,,46,72,111,324
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Moodley, Manivasan",,,,,113,172,471,683
2023_q2,,Breast Cancer Surgery,,Total,Provincial,2023,2,14,31,26,56
2024_q1,,Breast Cancer Surgery,,Zone 4,QE2,2024,1,,,27,97
2024_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2024,1,223,279,179,331
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Davies, Dafydd Alexander",,,,,746,746,62,130
2024_q4,,Strabismus Surgery  (Adult),,Zone 4,QE2,2024,4,487,"1,114",125,246
2024_q3,,Bowel Resection,,Total,Provincial,2024,3,20,188,30,92
2024_q4,,Oculo Plastic Surgery,,Zone 3,Cape Breton Regional,2024,4,56,71,166,377
2024_q1,,Cystoscopy,,Zone 1,Valley Regional,2024,1,15,40,38,175
2023_q1,,Hip Replacement,,Zone 4,Dartmouth General,2023,1,98,591,156,486
2024_q2,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2024,2,,,42,141
2023_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 1,South Shore Regional,2023,4,93,379,78,214
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2025,1,136,382,253,597
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Al Afif, Ayham",,,,,25,71,47,220
2025_q1,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2025,1,97,476,170,221
2023_q4,,Pilonidal Cyst Surgery,,Total,Provincial,2023,4,55,161,106,700
12month_rolling,General Surgery,Gallbladder Surgery,"Hiebert, Stephanie",,,,,39,72,51,283
2024_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 1,Valley Regional,2024,2,,,98,195
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Kavanagh, Rhys",,,,,65,564,25,80
2024_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,Dartmouth General,2024,3,370,609,237,321
2024_q4,,Bowel Resection - Open,,Zone 1,South Shore Regional,2024,4,31,196,21,33
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Davis, George R",,,,,155,632,28,111
2023_q4,,Hernia Repair  (Adult),,Zone 4,QE2,2023,4,67,436,111,305
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"Krauss, Emily",,,,,238,812,158,257
2023_q4,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,St. Martha's Regional,2023,4,232,301,92,177
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Spence, Richard",,,,,26,71,41,169
2023_q4,,Shoulder Arthroplasty,,Total,Provincial,2023,4,100,512,247,652
3month_rolling,,Knee Replacement,,Zone 1,Valley Regional,2025,1,362,549,168,427
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Scott, John",,,,,77,231,111,196
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Davies, Dafydd Alexander",,,,,153,614,141,548
2025_q1,,Orthopaedic Trauma,,IWK,IWK,2025,1,,,3,439
12month_rolling,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2025,1,208,561,118,337
2023_q1,,Hip Arthroscopy,,Total,Provincial,2023,1,79,112,222,528
2023_q4,,Breast Cancer Surgery,,Zone 3,St. Martha's Regional,2023,4,7,36,21,37
2025_q1,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2025,1,,,42,73
2024_q3,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2024,3,51,111,96,282
3month_rolling,,Male Circumcision  (Adult),,Zone 4,QE2,2025,1,149,"1,560",170,289
2023_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2023,2,,,115,275
2024_q1,,Head and Neck Surgery,,Total,Provincial,2024,1,18,91,35,218
12month_rolling,General Surgery,Hernia Repair  (Adult),"MacFarlane, David",,,,,34,89,88,173
2025_q1,,Bladder Surgery,,Zone 3,Cape Breton Regional,2025,1,,,70,107
12month_rolling,Otolaryngology (ENT),All,"Brown, Timothy",,,,,43,166,46,296
2023_q1,,Knee Replacement Revision,,Total,Provincial,2023,1,214,588,67,148
2025_q1,,Bladder Cancer Surgery,,Zone 3,Cape Breton Regional,2025,1,87,153,30,100
12month_rolling,Urology,Male Circumcision  (Adult),"Rent, Kenneth",,,,,41,67,83,239
12month_rolling,,Head and Neck Surgery,,Zone 1,Valley Regional,2025,1,29,170,94,208
2023_q3,,Male Reproductive System Surgery,,Zone 4,Hants Community Hospital,2023,3,114,232,135,343
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Bourque, Susan",,,,,,,28,40
2023_q2,,Prostate Surgery,,Zone 3,Cape Breton Regional,2023,2,33,116,70,177
2023_q1,,Thyroid or Parathyroid Surgery,,Zone 4,Dartmouth General,2023,1,33,133,74,386
2023_q4,,Lacrimal Duct Probing,,Total,Provincial,2023,4,160,349,122,341
2024_q3,,Hysteroscopy,,Zone 1,Valley Regional,2024,3,59,293,43,114
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Marshall, Vaughan",,,,,255,415,60,172
2023_q1,,Hernia Repair  (Adult),,Zone 3,Inverness Consolidated Memorial,2023,1,,,107,182
2024_q4,,Manipulation of Extremity,,Total,Provincial,2024,4,,,19,53
2023_q2,,Prostate Surgery - Laparoscopic,,Total,Provincial,2023,2,27,55,129,191
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Roach, Eileen",,,,,11,26,20,365
12month_rolling,,Ankle - Arthroscopy,,Zone 4,QE2,2025,1,194,639,43,175
